id;nome;categoria_regulatoria;data_vencimento_registro;classe_terapeutica;mari;situacao_registro;principio_ativo;estoque;preco
10428;NERVEN;SIMILAR;2012-09-01;MONOVITAMINAS EXCETO VITAMINA K;S;CANCELADO;CADUCOU;10;328
10429;NERVITON;FITOTERÁPICO;2009-08-01;FITOTERAPICOS ASSOCIADOS;S;CANCELADO;CADUCOU;18;494
10430;NERVOCALM;DINAMIZADO;2027-07-01;MEDICAMENTOS DINAMIZADOS COMPOSTOS;S;VÁLIDO;ARGENTUM NITRICUM +  KALI BROMATUM;22;111
10431;NERVOHEEL;DINAMIZADO;2007-05-01;ASSOCIACAO HOMEOPATICAS;S;CANCELADO;CADUCOU;4;293
10432;NERVOHEEL N;DINAMIZADO;2028-07-01;MEDICAMENTOS DINAMIZADOS COMPOSTOS;S;VÁLIDO;ACIDUM PHOSPHORICUM +  KALIUM BROMATUM +  STRYCHNOS IGNATII +  SEPIA OFFICINALIS +  ZINCUM ISOVALERIANICUM;18;327
10433;NERVOMED;DINAMIZADO;2025-01-01;ASSOCIACAO HOMEOPATICAS;S;CANCELADO;CADUCOU;10;488
10434;NESH CÁLCIO;ESPECÍFICO;2025-06-01;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;S;VÁLIDO;CARBONATO DE CÁLCIO;2;43
10435;NESH FERRO;ESPECÍFICO;2028-11-01;ANTIANEMICOS SIMPLES;S;VÁLIDO;SULFATO FERROSO;9;375
10436;NESH FÓLICO;ESPECÍFICO;2028-07-01;ANTIANEMICOS;S;CANCELADO;CADUCOU;0;192
10437;NESH ZINCO;ESPECÍFICO;2029-12-01;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;S;VÁLIDO;SULFATO DE ZINCO;18;168
10438;NESINA;NOVO;2028-12-01;ANTIDIABETICOS;S;CANCELADO;CADUCOU;13;357
10439;NESINA PIO;NOVO;2026-05-01;ANTIDIABETICOS;S;CANCELADO;CADUCOU;26;220
10440;NESTRA;SIMILAR;2020-10-01;ANTICONCEPCIONAIS;S;CANCELADO;CADUCOU;3;269
10441;NETACIL;SIMILAR;2007-09-01;PENICILINA G E DERIVADOS (BENZILPENICILINAS);S;CANCELADO;CADUCOU;30;426
10442;NETICINA;SIMILAR;2003-09-01;AMINOGLICOSIDEOS;S;CANCELADO;CADUCOU;20;285
10443;NEUGABA;GENÉRICO;2028-04-01;ANTICONVULSIVANTES;S;VÁLIDO;PREGABALINA;16;301
10444;NEUGRAST;SIMILAR;2025-11-01;ANTINEOPLASICO;S;VÁLIDO;FLUORURACILA;28;206
10445;NEULASTIM;BIOLÓGICO;2016-07-01;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;S;CANCELADO;CADUCOU;23;178
10446;NEULEPTIL;NOVO;2022-03-01;NEUROLEPTICOS;S;CANCELADO;CADUCOU;5;134
10447;NEULOX;SIMILAR;2018-07-01;ANTIDEPRESSIVOS;S;CANCELADO;CADUCOU;22;333
10448;NEUMEGA;NOVO;2010-01-01;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;S;CANCELADO;CADUCOU;22;499
10449;NEUMOSIN;SIMILAR;2026-10-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;CLORIDRATO DE MOXIFLOXACINO;21;58
10450;NEUPINE;SIMILAR;2021-08-01;ANTIPSICOTICOS;S;CANCELADO;CADUCOU;16;406
10451;NEUPRO;NOVO;2029-08-01;ANTIPARKINSONIANOS;S;VÁLIDO;ROTIGOTINA;12;174
10452;NEURAL;SIMILAR;2026-12-01;ANTICONVULSIVANTES;S;VÁLIDO;LAMOTRIGINA;27;246
10453;NEUREXAN;DINAMIZADO;2026-01-01;MEDICAMENTOS DINAMIZADOS COMPOSTOS;S;VÁLIDO;AVENA SATIVA L. +  COFFEA ARABICA +  PASSIFLORA INCARNATA +  ZINCUM ISOVALERIANICUM;20;178
10454;NEURI - B6;ESPECÍFICO;2028-06-01;MONOVITAMINAS EXCETO VITAMINA K;S;VÁLIDO;CLORIDRATO DE PIRIDOXINA;26;286
10455;NEURILAN;SIMILAR;2011-07-01;ANSIOLITICOS SIMPLES;S;CANCELADO;CADUCOU;17;475
10456;NEURIUM;SIMILAR;2007-12-01;ANTICONVULSIVANTES;S;CANCELADO;CADUCOU;7;77
10457;NEURIVIT;ESPECÍFICO;2028-06-01;MONOVITAMINAS EXCETO VITAMINA K;S;VÁLIDO;CLORIDRATO DE TIAMINA;12;397
10458;NEUROCONTROL;SIMILAR;2028-09-01;ANTICONVULSIVANTES;S;VÁLIDO;GABAPENTINA;0;179
10459;NEUROFORTAN;ESPECÍFICO;2004-07-01;POLIVITAMINICOS COM MINERAIS;S;CANCELADO;CADUCOU;15;4
10460;NEUROLIL;NOVO;2003-05-01;HIPNOTICOS;S;CANCELADO;CADUCOU;17;283
10461;NEUROLITHIUM;SIMILAR;2008-10-01;ANTIDEPRESSIVOS;S;CANCELADO;CADUCOU;25;395
10462;NEURON;SIMILAR;2009-12-01;VASODILATADORES CEREBRAIS;S;CANCELADO;CADUCOU;9;123
10463;NEURONTIN;NOVO;2019-11-01;ANTICONVULSIVANTES;S;CANCELADO;CADUCOU;19;222
10464;NEUROPRAM;SIMILAR;2022-03-01;ANTIDEPRESSIVOS;S;CANCELADO;CADUCOU;2;130
10465;NEUROQUEL;SIMILAR;2016-04-01;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;CANCELADO;CADUCOU;18;313
10466;NEUROTRYPT;SIMILAR;2011-10-01;ANTIDEPRESSIVOS;S;CANCELADO;CADUCOU;19;380
10467;NEUROTÔNICO;ESPECÍFICO;2005-01-01;POLIVITAMINICOS COM MINERAIS;S;CANCELADO;CADUCOU;29;255
10468;NEUTOSS;SIMILAR;2029-12-01;BRONCODILATADORES;S;VÁLIDO;SULFATO DE SALBUTAMOL;21;107
10469;NEUTRAFORTE;SIMILAR;2003-08-01;ANTIACIDOS E ANTIULCEROSOS;S;CANCELADO;CADUCOU;11;17
10470;NEUTRAR;NOVO;2004-11-01;CERATOLITICOS E CERATOPLASTICOS;S;CANCELADO;CADUCOU;2;226
10471;NEUTROCAL;SIMILAR;2007-05-01;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;26;165
10472;NEUTROCAL D;ESPECÍFICO;2013-07-01;OUTROS SUPLEMS  MINERAIS EXCETO DE FERRO E P/ REHIDRATACAO;S;CANCELADO;CADUCOU;11;291
10473;NEUTROFER;SIMILAR;2011-12-01;ANTIANEMICOS;S;CANCELADO;CADUCOU;12;113
10474;NEUTROFER  FÓLICO;SIMILAR;2014-01-01;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;12;213
10475;NEUTROGERM;SIMILAR;2009-11-01;ANTISSEPTICO;S;CANCELADO;CADUCOU;24;327
10476;NEVANAC;NOVO;2017-03-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;9;356
10477;NEVIMUNE;SIMILAR;2009-09-01;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);S;CANCELADO;CADUCOU;10;340
10478;NEVIRAL;SIMILAR;2008-04-01;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);S;CANCELADO;CADUCOU;15;308
10479;NEVIRAPINA;GENÉRICO;2006-09-01;ANTIVIROTICOS;S;CANCELADO;CADUCOU;13;487
10480;NEVIRAPINA (PORT 344/98 L-C4);SIMILAR;2005-06-01;ANTIVIROTICOS;S;CANCELADO;CADUCOU;9;394
10481;NEVIRAPINA (PORT 344/98 LISTA C4);SIMILAR;2005-10-01;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);S;CANCELADO;CADUCOU;16;5
10482;NEVIRAPINA (PORT Nº 344/98 - LISTA C4);GENÉRICO;2008-11-01;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);S;CANCELADO;CADUCOU;19;159
10483;NEVIRAPINA (PORT. 344/98 L- C4);GENÉRICO;2007-07-01;ANTIVIROTICOS;S;CANCELADO;CADUCOU;30;291
10484;NEVIRAX;SIMILAR;2029-10-01;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);S;VÁLIDO;NEVIRAPINA;1;176
10485;NEVORIN;FITOTERÁPICO;2007-01-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;28;470
10486;NEVRALDOR;SIMILAR;2013-02-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;10;267
10487;NEVRALGEX;SIMILAR;2026-08-01;RELAXANTES MUSCULARES CENTRAIS SIMPLES;S;VÁLIDO;CAFEÍNA ANIDRA +  CITRATO DE ORFENADRINA +  DIPIRONA MONOIDRATADA;5;134
10488;NEVRALGINA;SIMILAR;2006-04-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;22;136
10489;NEVRIX;ESPECÍFICO;2019-02-01;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;23;148
10490;NEVRIX IM;ESPECÍFICO;2020-02-01;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;5;401
10491;NEVROL;SIMILAR;2013-08-01;RUBEFACIENTES;S;CANCELADO;CADUCOU;19;156
10492;NEW LIFE PROFESSIONAL SUNDOW;SIMILAR;2005-02-01;POLIVITAMINICOS COM MINERAIS;S;CANCELADO;CADUCOU;10;256
10493;NEWCET;SIMILAR;2030-08-01;ANESTESICOS GERAIS INJETAVEIS;S;VÁLIDO;CLORIDRATO DE ESCETAMINA;1;343
10494;NEXAVAR;NOVO;2011-06-01;ANTINEOPLASICO;S;CANCELADO;CADUCOU;25;119
10495;NEXCARE;NOVO;2025-01-01;ANTISSEPTICO;S;VÁLIDO;CLORETO DE BENZALCÔNIO +  CLORIDRATO DE LIDOCAÍNA MONOIDRATADA ;26;219
10496;NEXFLEN;SIMILAR;2030-06-01;ANTINFLAMATORIOS;S;VÁLIDO;NAPROXENO SÓDICO;23;345
10497;NEXIMEZ;SIMILAR;2020-08-01;ANTIULCEROSOS;S;CANCELADO;CADUCOU;21;198
10498;NEXIPRAM;SIMILAR;2017-05-01;ANTIDEPRESSIVOS;S;CANCELADO;CADUCOU;4;109
10499;NEXIUM;NOVO;2025-12-01;ANTIULCEROSOS;S;VÁLIDO;ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO;7;375
10500;NEXIUM IV;NOVO;2029-05-01;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;S;VÁLIDO;ESOMEPRAZOL SÓDICO;30;286
10501;NEXOPRAX;SIMILAR;2030-08-01;ANTINFLAMATORIOS;S;VÁLIDO;NAPROXENO SÓDICO;4;302
10502;NEXPRAZIN;SIMILAR;2017-11-01;ANTIULCEROSOS;S;CANCELADO;CADUCOU;27;465
10503;NEXT;SIMILAR;2029-10-01;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE;S;VÁLIDO;CLORIDRATO DE FENILEFRINA +  MALEATO DE CLORFENIRAMINA +  PARACETAMOL;6;5
10504;NEXVEP;NOVO;2008-02-01;ANTINEOPLASICOS CITOTOXICOS;S;CANCELADO;CADUCOU;25;431
10505;NEXVIAZYME;BIOLÓGICO;2031-12-01;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;S;VÁLIDO;ALFA-AVALGLICOSIDASE;11;488
10506;NIAR;SIMILAR;2007-09-01;ANTIPARKINSONIANOS;S;CANCELADO;CADUCOU;10;319
10507;NIASPAN;ESPECÍFICO;2010-11-01;ANTILIPEMICOS;S;CANCELADO;CADUCOU;29;315
10508;NIBISNU;SIMILAR;2031-09-01;NITROSUREIAS ALQUILANTES;S;VÁLIDO;CARMUSTINA;13;104
10509;NICE;ESPECÍFICO;2030-02-01;DILUENTES E VEICULOS DE MEDICAMENTOS;S;VÁLIDO;CLORETO DE SÓDIO;20;473
10510;NICLETS;SIMILAR;2005-09-01;ANTITABAGICO;S;CANCELADO;CADUCOU;0;41
10511;NICOGIN;SIMILAR;2014-02-01;PRODUTOS GINECOLOGICOS TOPICOS;S;CANCELADO;CADUCOU;28;162
10512;NICOPAVERINA;SIMILAR;2005-01-01;VASODILATADORES;S;CANCELADO;CADUCOU;28;336
10513;NICOPAVERINA B6;SIMILAR;2004-12-01;VASODILATADORES;S;CANCELADO;CADUCOU;17;487
10514;NICORD;SIMILAR;2027-11-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;9;157
10515;NICORETTE;NOVO;2009-05-01;ANTITABAGICO;S;CANCELADO;CADUCOU;26;90
10516;NICOSTAN;SIMILAR;2006-07-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;3;478
10517;NICOSTAT;SIMILAR;2011-11-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;27;20
10518;NICOSULFAN;SIMILAR;2003-01-01;ANTIMALARICOS;S;CANCELADO;CADUCOU;26;52
10519;NICOTINAMINA ASSOCIADO;SIMILAR;2001-06-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;15;486
10520;NICOTINELL;SIMILAR;2020-04-01;ANTITABAGICO;S;CANCELADO;CADUCOU;16;486
10521;NIDAZOFARMA;SIMILAR;2025-07-01;ANTIPARASITARIOS;S;VÁLIDO;METRONIDAZOL;15;92
10522;NIDAZOL G;SIMILAR;2008-03-01;PRODUTOS GINECOLOGICOS TOPICOS;S;CANCELADO;CADUCOU;21;399
10523;NIDAZOLIN;SIMILAR;2029-10-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;0;421
10524;NIDHI;SIMILAR;2031-11-01;ANTINEOPLASICO;S;VÁLIDO;ESILATO DE NINTEDANIBE;30;351
10525;NIDUE;SIMILAR;2030-11-01;ANTINFLAMATORIOS;S;VÁLIDO;NIMESULIDA +  PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;19;47
10526;NIENZA;SIMILAR;2031-01-01;ANTI-HIPERTENSIVOS;S;VÁLIDO;CARVEDILOL;19;401
10527;NIFE-BRAS;SIMILAR;2006-05-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;17;168
10528;NIFECLIM;SIMILAR;2005-06-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;4;282
10529;NIFEDAX;SIMILAR;2007-02-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;19;331
10530;NIFEDIPAN;SIMILAR;2005-07-01;OUTROS ANTIANGINOSOS;S;CANCELADO;CADUCOU;30;294
10531;NIFEDIPINA;SIMILAR;2004-06-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;28;303
10532;NIFEDIPINO;SIMILAR;2006-02-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;18;489
10533;NIFEDIPRESS;SIMILAR;2028-11-01;ANTIANGINOSOS E VASODILATADORES;S;VÁLIDO;NIFEDIPINO;1;454
10534;NIFEHEXAL;SIMILAR;2009-10-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;10;12
10535;NIFELAT;SIMILAR;2019-12-01;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;29;295
10536;NIFEMAX;SIMILAR;2002-10-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;8;433
10537;NIFLAG;GENÉRICO;2029-07-01;ANTINFLAMATORIOS;S;VÁLIDO;NIMESULIDA;10;354
10538;NIGLIN;SIMILAR;2016-04-01;ANTIDIABETICOS;S;CANCELADO;CADUCOU;13;269
10539;NIILIS;SIMILAR;2005-02-01;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;S;CANCELADO;CADUCOU;22;101
10540;NIKI;SIMILAR;2029-07-01;ANTICONCEPCIONAIS;S;VÁLIDO;DROSPIRENONA +  ETINILESTRADIOL;3;419
10541;NIKKHO-VAC;NOVO;2005-05-01;ALERGENOS;S;CANCELADO;CADUCOU;22;285
10542;NILAFEN;SIMILAR;2013-05-01;ANALGESICOS NARCOTICOS;S;CANCELADO;CADUCOU;21;460
10543;NILCLAMIDA;SIMILAR;2008-09-01;ANTIDIABETICOS;S;VÁLIDO;GLIBENCLAMIDA;7;140
10544;NILIVE;SIMILAR;2021-02-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;17;447
10545;NILPERIDOL;SIMILAR;2025-03-01;ANALGESICOS NARCOTICOS;S;VÁLIDO;CITRATO DE FENTANILA +  DROPERIDOL;7;408
10546;NILVADIPINA;NOVO;2005-08-01;ANTILIPEMICOS;S;CANCELADO;CADUCOU;0;130
10547;NIMALGEX;SIMILAR;2015-10-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;28;359
10548;NIMBIUM;NOVO;2008-12-01;BLOQUEADOR NEUROMUSCULAR;S;CANCELADO;CADUCOU;5;9
10549;NIMEGON;SIMILAR;2025-08-01;HIPOGLICEMIANTE ORAL;S;VÁLIDO;FOSFATO DE SITAGLIPTINA MONOIDRATADO;5;174
10550;NIMEGON MET;SIMILAR;2029-11-01;ANTIDIABETICOS;S;VÁLIDO;CLORIDRATO DE METFORMINA +  FOSFATO DE SITAGLIPTINA MONOIDRATADO;28;63
10551;NIMELIT;SIMILAR;2025-07-01;ANTINFLAMATORIOS;S;VÁLIDO;NIMESULIDA;23;383
10552;NIMENRIX;BIOLÓGICO;2019-07-01;VACINAS;S;CANCELADO;CADUCOU;28;296
10553;NIMENSULIDA;SIMILAR;2008-03-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;20;359
10554;NIMESILAM;NÃO ESPECIFICADO;2020-08-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;24;197
10555;NIMESILAN;SIMILAR;2015-08-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;13;122
10556;NIMESUBAL;SIMILAR;2023-12-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;4;367
10557;NIMESULIDA;SIMILAR;2016-01-01;ANTINFLAMATORIOS ANTIREUMATICOS;S;CANCELADO;CADUCOU;12;120
10558;NIMESULIDE;SIMILAR;2002-02-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;7;147
10559;NIMESULIX;SIMILAR;2029-10-01;ANTINFLAMATORIOS;S;VÁLIDO;NIMESULIDA;1;314
10560;NIMETEC;SIMILAR;2008-12-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;21;160
10561;NIMOBAL;SIMILAR;2012-03-01;VASODILATADORES CEREBRAIS;S;CANCELADO;CADUCOU;10;133
10562;NIMODIPINO;SIMILAR;2001-11-01;VASODILATADORES CEREBRAIS;S;CANCELADO;CADUCOU;0;412
10563;NIMOPAX;SIMILAR;2012-09-01;VASODILATADORES CEREBRAIS;S;CANCELADO;CADUCOU;1;241
10564;NIMOPIN;SIMILAR;2006-06-01;VASODILATADORES CEREBRAIS;S;CANCELADO;CADUCOU;16;295
10565;NIMOTOP;NOVO;2008-10-01;VASODILATADORES CEREBRAIS;S;CANCELADO;CADUCOU;26;237
10566;NIMOVAS;SIMILAR;2029-01-01;VASODILATADORES CEREBRAIS;S;CANCELADO;CADUCOU;0;377
10567;NIMSY;SIMILAR;2031-03-01;AGENTES ANTI-INFLAMATÓRIOS;S;VÁLIDO;NIMESULIDA;15;226
10568;NINLARO;NOVO;2028-02-01;OUTROS AGENTES ANTINEOPLÁSICOS;S;VÁLIDO;CITRATO DE IXAZOMIBE;16;365
10569;NIOXIL;SIMILAR;2028-05-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;17;246
10570;NIPRIDE;SIMILAR;2010-07-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;20;199
10571;NIQUITIN;NOVO;2019-07-01;ANTITABAGICO;S;CANCELADO;CADUCOU;15;177
10572;NISALGEN;SIMILAR;2011-05-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;19;196
10573;NISOCORT;SIMILAR;2005-04-01;GLICOCORTICOIDES SISTEMICOS;S;CANCELADO;CADUCOU;22;83
10574;NISOFLAN;SIMILAR;2028-03-01;ANTINFLAMATORIOS;S;VÁLIDO;NIMESULIDA;29;432
10575;NISOLDIPINA;SIMILAR;2001-10-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;6;359
10576;NISTAGEN;SIMILAR;2010-06-01;PRODUTO PARA TRATAMENTO DA TRICOMONIASE;S;CANCELADO;CADUCOU;2;375
10577;NISTAGYN;SIMILAR;2005-10-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;12;179
10578;NISTAMAX;SIMILAR;2026-01-01;ANTIMICOTICO;S;VÁLIDO;NISTATINA;21;268
10579;NISTAN;SIMILAR;2005-11-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;27;173
10580;NISTATEC;SIMILAR;2013-03-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;24;458
10581;NISTATIN;SIMILAR;2006-05-01;ANTINFECCIOSOS TOPICOS;S;CANCELADO;CADUCOU;6;32
10582;NISTATINA;SIMILAR;2002-05-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;28;130
10583;NISTATINA 25.000 UI/G;GENÉRICO;2013-05-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;25;216
10584;NISTATINA PRODOTTI;SIMILAR;2004-06-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;8;323
10585;NISTATITAN;SIMILAR;2003-12-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;28;270
10586;NISTAVAL;SIMILAR;2014-02-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;16;272
10587;NISTAX;SIMILAR;2016-07-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;6;273
10588;NISTAZINE;SIMILAR;2004-02-01;ANTIBIOTICO (ANTIMICOTICO);S;CANCELADO;CADUCOU;0;115
10589;NISTOMIC;SIMILAR;2012-11-01;ANTIMICOTICO;S;CANCELADO;CADUCOU;19;220
10590;NISTRAZIN;SIMILAR;2027-07-01;ANTIMICOTICO;S;VÁLIDO;NISTATINA;13;300
10591;NISUFAR;SIMILAR;2025-07-01;ANTINFLAMATORIOS;S;VÁLIDO;NIMESULIDA;21;229
10592;NISUFLEX;SIMILAR;2009-04-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;25;37
10593;NISULID;SIMILAR;2009-05-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;17;231
10594;NITAZOXANIDA;GENÉRICO;2026-12-01;ANTIPARASITARIOS;S;VÁLIDO;NITAZOXANIDA;10;81
10595;NITES;SIMILAR;2025-08-01;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA;S;VÁLIDO;FUROATO DE MOMETASONA +  FUROATO DE MOMETASONA MONOIDRATADO;22;307
10596;NITIKABS;NOVO;2024-10-01;NITISINONA;S;CANCELADO;CADUCOU;27;291
10597;NITITOM;SIMILAR;2005-07-01;ANTIULCEROSOS;S;CANCELADO;CADUCOU;13;167
10598;NITRADISC;NÃO ESPECIFICADO;2009-04-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;29;456
10599;NITRAPAN;SIMILAR;2025-02-01;ANSIOLITICOS SIMPLES;S;VÁLIDO;NITRAZEPAM;23;100
10600;NITRATO DE BUTOCONAZOL;GENÉRICO;2026-03-01;ANTI-FUNGICOS;S;VÁLIDO;NITRATO DE BUTOCONAZOL;14;281
10601;NITRATO DE FENTICONAZOL;GENÉRICO;2018-04-01;ANTIMICOTICOS PARA USO TOPICO;S;CANCELADO;CADUCOU;14;480
10602;NITRATO DE ISOCONAZOL;SIMILAR;2002-05-01;ANTIMICOTICO + ANTIMICOTICOS PARA USO TOPICO;S;CANCELADO;CADUCOU;0;69
10603;NITRATO DE MICONAZOL;GENÉRICO;2030-04-01;ANTIMICOTICOS PARA USO TOPICO;S;VÁLIDO;NITRATO DE MICONAZOL;18;178
10604;NITRATO DE OXICONAZOL;SIMILAR;2010-03-01;ANTIMICOTICOS PARA USO TOPICO;S;CANCELADO;CADUCOU;7;402
10605;NITRATO DE SERTACONAZOL;SIMILAR;2003-04-01;ANTIMICOTICOS PARA USO TOPICO;S;CANCELADO;CADUCOU;8;218
10606;NITRAZEPAM (PORT 28/86);SIMILAR;2001-06-01;HIPNOTICOS;S;CANCELADO;CADUCOU;0;64
10607;NITRAZEPAM (PORT 344/98 LISTA B1);GENÉRICO;2029-08-01;ANSIOLITICOS SIMPLES;S;VÁLIDO;NITRAZEPAM;18;73
10608;NITRAZEPOL;SIMILAR;2004-05-01;HIPNOTICOS;S;CANCELADO;CADUCOU;29;3
10609;NITRENCORD;SIMILAR;2023-11-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;16;483
10610;NITRENDIPINA;SIMILAR;2003-09-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;14;403
10611;NITRENDIPINO;GENÉRICO;2023-09-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;15;39
10612;NITRILENO;SIMILAR;2013-01-01;DESCONGESTIONANTES NASAIS TOPICOS;S;CANCELADO;CADUCOU;10;443
10613;NITRODERM TTS;NOVO;2015-03-01;NITRITOS NITRATOS E SEMELHANTES;S;CANCELADO;CADUCOU;11;214
10614;NITROFEN;SIMILAR;2028-06-01;NITROFURANICOS;S;VÁLIDO;NITROFURANTOÍNA;26;411
10615;NITROFURAL;GENÉRICO;2010-09-01;ANTINFECCIOSOS TOPICOS;S;CANCELADO;CADUCOU;18;373
10616;NITROFURANTOINA;SIMILAR;2004-04-01;NITROFURANICOS;S;CANCELADO;CADUCOU;2;325
10617;NITROFURAZONA;SIMILAR;2007-05-01;ANTINFECCIOSOS TOPICOS + NITROFURANICOS;S;CANCELADO;CADUCOU;30;57
10618;NITROGLICERINA;SIMILAR;2001-07-01;VASODILATADORES;S;CANCELADO;CADUCOU;1;366
10619;NITROLONG;SIMILAR;2003-08-01;NITRITOS NITRATOS E SEMELHANTES;S;CANCELADO;CADUCOU;24;458
10620;NITRONAL;SIMILAR;2004-07-01;ANTIANGINOSOS E VASODILATADORES;S;CANCELADO;CADUCOU;13;321
10621;NITROP;SIMILAR;2026-08-01;ANTI-HIPERTENSIVOS SIMPLES;S;VÁLIDO;NITROPRUSSETO DE SÓDIO;11;443
10622;NITROPRESABBOTT;SIMILAR;2003-07-01;VASODILATADORES;S;CANCELADO;CADUCOU;7;424
10623;NITROPRUS;SIMILAR;2028-01-01;VASODILATADORES;S;VÁLIDO;NITROPRUSSETO DE SÓDIO DI-HIDRATADO;5;485
10624;NITROPRUSSIATO DE SODIO;SIMILAR;2007-05-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;6;119
10625;NITROZOL;SIMILAR;2012-07-01;ANTIMICOTICOS PARA USO TOPICO;S;CANCELADO;CADUCOU;21;463
10626;NIULIVA;BIOLÓGICO;2027-09-01;IMUNOGLOBULINAS;S;VÁLIDO;IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;25;255
10627;NIXE;SIMILAR;2032-04-01;AGENTES ANTITROMBÓTICOS;S;VÁLIDO;RIVAROXABANA;12;55
10628;NIZATIDINA;NOVO;2004-03-01;ANTIACIDO;S;CANCELADO;CADUCOU;14;65
10629;NIZONAZOL;SIMILAR;2011-08-01;ANTIMICOTICO + ANTIMICOTICOS PARA USO TOPICO;S;CANCELADO;CADUCOU;25;29
